Code,Year,HealthExp
CUB,2015,12.81401348
CUB,2016,12.2177515
CUB,2017,11.47197342
CUB,2018,11.0184288
CUB,2019,11.08496857
CUB,2020,12.48639679
CUB,2021,13.78727818
CUW,2000,
CUW,2001,
CUW,2002,
CUW,2003,
CUW,2004,
CUW,2005,
CUW,2006,
CUW,2007,
CUW,2008,
CUW,2009,
CUW,2010,
CUW,2011,
CUW,2012,
CUW,2013,
CUW,2014,
CUW,2015,
CUW,2016,
CUW,2017,
CUW,2018,
CUW,2019,
CUW,2020,
CUW,2021,
CYM,2000,
CYM,2001,
CYM,2002,
CYM,2003,
CYM,2004,
CYM,2005,
CYM,2006,
CYM,2007,
CYM,2008,
CYM,2009,
CYM,2010,
CYM,2011,
CYM,2012,
CYM,2013,
CYM,2014,
CYM,2015,
CYM,2016,
CYM,2017,
CYM,2018,
CYM,2019,
CYM,2020,
CYM,2021,
CYP,2000,5.31
CYP,2001,5.34
CYP,2002,5.62
CYP,2003,5.64
CYP,2004,5.41
CYP,2005,5.44
CYP,2006,5.46
CYP,2007,5.36
CYP,2008,6.01
CYP,2009,6.47
CYP,2010,6.5
CYP,2011,6.43
CYP,2012,6.54
CYP,2013,6.93
CYP,2014,6.93
CYP,2015,6.79
CYP,2016,6.65
CYP,2017,6.62
CYP,2018,6.83
CYP,2019,7.07
CYP,2020,8.41
CYP,2021,9.43
CZE,2000,5.70103025
CZE,2001,5.86295414
CZE,2002,6.17736149
CZE,2003,6.52412462
CZE,2004,6.35071039
CZE,2005,6.34086704
CZE,2006,6.16380167
CZE,2007,5.98578405
CZE,2008,6.33024931
CZE,2009,7.24880648
CZE,2010,7.58647251
CZE,2011,7.5580225
CZE,2012,7.62448311
CZE,2013,7.52132368
CZE,2014,7.61248875
CZE,2015,7.36897945
CZE,2016,7.44554329
CZE,2017,7.38071585
CZE,2018,7.47048092
CZE,2019,7.60336018
CZE,2020,9.2136879
CZE,2021,9.4887867
DEU,2000,9.88843536
DEU,2001,9.92069149
DEU,2002,10.18365669
DEU,2003,10.40202236
DEU,2004,10.14603233
DEU,2005,10.31153965
DEU,2006,10.17995167
DEU,2007,10.05132961
DEU,2008,10.25128746
DEU,2009,11.23791218
DEU,2010,11.09592915
DEU,2011,10.77844906
DEU,2012,10.85345554
DEU,2013,10.99905777
DEU,2014,11.02588272
DEU,2015,11.19047737
DEU,2016,11.241889
DEU,2017,11.33617592
DEU,2018,11.48051548
DEU,2019,11.71550655
DEU,2020,12.69255257
DEU,2021,12.93412971
DJI,2000,3.3991127
DJI,2001,3.19861364
DJI,2002,3.7554152
DJI,2003,4.27386999
DJI,2004,3.53825521
DJI,2005,3.80623102
DJI,2006,4.22306824
DJI,2007,4.05582809
DJI,2008,3.61543369
DJI,2009,3.64194465
DJI,2010,3.35966682
DJI,2011,3.37655354
DJI,2012,3.299927
DJI,2013,2.92013574
DJI,2014,2.96726322
DJI,2015,3.3475771
DJI,2016,2.7416594
DJI,2017,2.46857476
DJI,2018,2.33968735
DJI,2019,2.16640544
DJI,2020,2.15048313
DJI,2021,2.87667227
DMA,2000,5.32374382
DMA,2001,4.64501858
DMA,2002,4.6531105
DMA,2003,4.84617901
DMA,2004,4.74520159
DMA,2005,4.97772503
DMA,2006,4.78092194
DMA,2007,4.79109955
DMA,2008,5.04968786
DMA,2009,4.98329306
DMA,2010,5.15711927
DMA,2011,5.33450365
DMA,2012,5.79509926
DMA,2013,5.34749842
DMA,2014,5.26141691
DMA,2015,5.15941811
DMA,2016,5.12308073
DMA,2017,5.46245432
DMA,2018,6.18495989
DMA,2019,5.16903925
DMA,2020,5.99901152
DMA,2021,6.50494003
DNK,2000,8.1
DNK,2001,8.45
DNK,2002,8.7
DNK,2003,8.9
DNK,2004,9.01
DNK,2005,9.09
DNK,2006,9.17
DNK,2007,9.33
DNK,2008,9.51
DNK,2009,10.67
DNK,2010,10.61
DNK,2011,10.41
DNK,2012,10.52
DNK,2013,10.33
DNK,2014,10.31
DNK,2015,10.34
DNK,2016,10.25
DNK,2017,10.1
DNK,2018,10.1
DNK,2019,10.15
DNK,2020,10.56
DNK,2021,10.82
DOM,2000,4.88427496
DOM,2001,4.88183308
DOM,2002,4.98649025
DOM,2003,4.38888264
DOM,2004,4.2877388
DOM,2005,4.35391188
DOM,2006,3.99365425
DOM,2007,4.08935308
DOM,2008,4.56146193
DOM,2009,4.76337624
DOM,2010,4.92355442
DOM,2011,5.03797865
DOM,2012,5.04897833
DOM,2013,4.91598225
DOM,2014,4.79757166
DOM,2015,4.72216797
DOM,2016,4.57663107
DOM,2017,4.49336958
DOM,2018,4.12601566
DOM,2019,4.23948717
DOM,2020,4.93998051
DOM,2021,4.91815567
DZA,2000,3.48903275
DZA,2001,3.83787704
DZA,2002,3.7300415
DZA,2003,3.60104108
DZA,2004,3.5440731
DZA,2005,3.23516107
DZA,2006,3.35510349
DZA,2007,3.82141757
DZA,2008,4.20188284
DZA,2009,5.35939837
DZA,2010,5.11716986
DZA,2011,5.26748085
DZA,2012,6.00050974
DZA,2013,6.03576279
DZA,2014,6.54721403
DZA,2015,6.96321011
DZA,2016,6.58904791
DZA,2017,6.53307724
DZA,2018,6.38729763
DZA,2019,5.86751413
DZA,2020,6.14268684
DZA,2021,5.5283432
EAP,2000,3.955105382
EAP,2001,3.854398443
EAP,2002,3.916667983
EAP,2003,3.982631724
EAP,2004,3.891980092
EAP,2005,3.882671376
EAP,2006,3.731546493
EAP,2007,3.557911117
EAP,2008,3.727574962
EAP,2009,4.126697527
EAP,2010,4.019935541
EAP,2011,4.142319064
EAP,2012,4.33718043
EAP,2013,4.468904897
EAP,2014,4.556697838
EAP,2015,4.717823605
EAP,2016,4.754000806
EAP,2017,4.818915708
EAP,2018,4.917928687
EAP,2019,5.066156525
EAP,2020,5.351997905
EAP,2021,5.259768862
EAR,2000,4.714918989
EAR,2001,4.934577593
EAR,2002,4.692807567
EAR,2003,4.822878423
EAR,2004,4.800472107
EAR,2005,4.781904327
EAR,2006,4.720917971
EAR,2007,4.710311856
EAR,2008,4.677412932
EAR,2009,5.020660066
EAR,2010,4.828816659
EAR,2011,4.795129246
EAR,2012,4.887968412
EAR,2013,4.980043633
EAR,2014,4.97034327
EAR,2015,5.129686261
EAR,2016,5.048020264
EAR,2017,4.890204181
EAR,2018,4.704951094
EAR,2019,4.64126514
EAR,2020,5.036674862
EAR,2021,5.039169861
EAS,2000,6.102215873
EAS,2001,6.134778526
EAS,2002,6.101668135
EAS,2003,6.20038824
EAS,2004,6.177945212
EAS,2005,6.133260223
EAS,2006,5.938238972
EAS,2007,5.729189684
EAS,2008,5.888003584
EAS,2009,6.390105138
EAS,2010,6.267968379
EAS,2011,6.697544776
EAS,2012,6.756365886
EAS,2013,6.515888164
EAS,2014,6.514373584
EAS,2015,6.500715136
EAS,2016,6.581081996
EAS,2017,6.540787447
EAS,2018,6.557047016
EAS,2019,6.730005023
EAS,2020,6.950535819
EAS,2021,6.761496376
ECA,2000,4.804889076
ECA,2001,5.084279166
ECA,2002,5.295581247
ECA,2003,5.365542372
ECA,2004,5.276020205
ECA,2005,5.256485284
ECA,2006,5.33821484
ECA,2007,5.276931069
ECA,2008,5.213817352
ECA,2009,5.556776755
ECA,2010,5.185360687
ECA,2011,4.884574225
ECA,2012,4.893473483
ECA,2013,4.813965744
ECA,2014,4.752386271
ECA,2015,4.703100535
ECA,2016,4.877937736
ECA,2017,4.780643129
ECA,2018,4.804599945
ECA,2019,5.000734588
ECA,2020,5.538881833
ECA,2021,5.684637651
ECS,2000,7.997458801
ECS,2001,8.161857717
ECS,2002,8.409945434
ECS,2003,8.631569681
ECS,2004,8.613105326
ECS,2005,8.596808137
ECS,2006,8.546947853
ECS,2007,8.420517437
ECS,2008,8.615339818
ECS,2009,9.447980242
ECS,2010,9.212517988
ECS,2011,9.049151167
ECS,2012,9.044520426
ECS,2013,9.077788825
ECS,2014,9.18336425
ECS,2015,9.265183109
ECS,2016,9.309262365
ECS,2017,9.21979819
ECS,2018,9.241914057
ECS,2019,9.343479671
ECS,2020,10.4980617
ECS,2021,10.52896024
ECU,2000,3.33441973
ECU,2001,3.75668859
ECU,2002,4.47671938
ECU,2003,5.44398975
ECU,2004,5.56991434
ECU,2005,5.59754324
ECU,2006,5.70635176
ECU,2007,5.43095398
ECU,2008,5.46596193
ECU,2009,5.79984474
ECU,2010,6.22109413
ECU,2011,6.580935
ECU,2012,6.86373377
ECU,2013,6.88127422
ECU,2014,6.83199883
ECU,2015,7.60513353
ECU,2016,7.41604376
ECU,2017,7.53717899
ECU,2018,7.82609653
ECU,2019,7.77070522
ECU,2020,8.35889626
ECU,2021,8.28661728
EGY,2000,4.92244291
EGY,2001,5.40030336
EGY,2002,5.5107379
EGY,2003,5.2242527
EGY,2004,4.85732365
EGY,2005,4.92229176
EGY,2006,4.84190083
EGY,2007,4.44493246
EGY,2008,4.46634817
EGY,2009,4.37870932
EGY,2010,4.15319157
EGY,2011,4.35707569
EGY,2012,4.45891809
EGY,2013,4.6710043
EGY,2014,4.77415323
EGY,2015,5.06153202
EGY,2016,5.07462406
EGY,2017,5.34661913
EGY,2018,4.74892998
EGY,2019,4.5994668
EGY,2020,4.15384626
EGY,2021,4.60955143
EMU,2000,8.63963952
EMU,2001,8.738943685
EMU,2002,8.954754287
EMU,2003,9.162805083
EMU,2004,9.189487354
EMU,2005,9.287401639
EMU,2006,9.278606425
EMU,2007,9.180959747
EMU,2008,9.479815292
EMU,2009,10.2406528
EMU,2010,10.2001132
EMU,2011,10.07947622
EMU,2012,10.1665172
EMU,2013,10.21731411
EMU,2014,10.25228468
EMU,2015,10.21843629
EMU,2016,10.18884948
EMU,2017,10.15889318
EMU,2018,10.14895477
EMU,2019,10.23091068
EMU,2020,11.236186
EMU,2021,11.32141718
ERI,2000,5.76670074
ERI,2001,5.91931677
ERI,2002,6.68857431
ERI,2003,7.33703375
ERI,2004,7.00984955
ERI,2005,6.8641758
ERI,2006,6.85727453
ERI,2007,5.2786293
ERI,2008,6.415205
ERI,2009,5.38878489
ERI,2010,4.83844233
ERI,2011,5.16795397
ERI,2012,3.7449646
ERI,2013,4.97097206
ERI,2014,4.02524328
ERI,2015,4.45034695
ERI,2016,3.6608541
ERI,2017,3.98912001
ERI,2018,4.12701797
ERI,2019,4.58734369
ERI,2020,4.15886974
ERI,2021,4.15077114
ESP,2000,6.7992177
ESP,2001,6.76895761
ESP,2002,6.80052757
ESP,2003,7.56327057
ESP,2004,7.65842772
ESP,2005,7.73191786
ESP,2006,7.82905865
ESP,2007,7.9186573
ESP,2008,8.38225937
ESP,2009,9.10764122
ESP,2010,9.11891174
ESP,2011,9.1679697
ESP,2012,9.15415382
ESP,2013,9.06397724
ESP,2014,9.08488464
ESP,2015,9.12207508
ESP,2016,8.94727325
ESP,2017,8.94491291
ESP,2018,8.99686718
ESP,2019,9.1456852
ESP,2020,10.74565983
ESP,2021,10.74003887
EST,2000,5.17029095
EST,2001,4.78060246
EST,2002,4.70329475
EST,2003,5.13883257
EST,2004,5.33758926
EST,2005,5.29536057
EST,2006,4.97390509
EST,2007,5.18455648
EST,2008,5.95724869
EST,2009,6.84477043
EST,2010,6.59433842
EST,2011,6.0781703
EST,2012,6.09506845
EST,2013,6.28062296
EST,2014,6.36199903
EST,2015,6.64135027
EST,2016,6.70240974
EST,2017,6.59727097
EST,2018,6.6912818
EST,2019,6.81699181
EST,2020,7.57906532
EST,2021,7.49057293
ETH,2000,4.36504698
ETH,2001,4.72316694
ETH,2002,4.7126298
ETH,2003,4.89970922
ETH,2004,4.31281853
ETH,2005,4.10098124
ETH,2006,4.45757294
ETH,2007,5.00128317
ETH,2008,4.28063869
ETH,2009,4.64983416
ETH,2010,5.46637249
ETH,2011,4.46897745
ETH,2012,4.5395956
ETH,2013,4.07506514
ETH,2014,4.03365517
ETH,2015,3.82316828
ETH,2016,3.60033751
ETH,2017,3.45336914
ETH,2018,3.30371761
ETH,2019,3.23382378
ETH,2020,3.48096275
ETH,2021,3.20824432
EUU,2000,8.436047125
EUU,2001,8.558084727
EUU,2002,8.781175487
EUU,2003,8.996402476
EUU,2004,9.003199682
EUU,2005,9.072746423
EUU,2006,9.04124009
EUU,2007,8.92979225
EUU,2008,9.20027814
EUU,2009,9.95757958
EUU,2010,9.896649615
EUU,2011,9.833599957
EUU,2012,9.924805662
EUU,2013,9.982950062
EUU,2014,10.00768095
EUU,2015,9.957893109
EUU,2016,9.945835547
EUU,2017,9.897823774
EUU,2018,9.874150845
EUU,2019,9.936616441
EUU,2020,10.87223206
EUU,2021,10.95035257
FCS,2000,4.052643048
FCS,2001,4.399380925
FCS,2002,4.268389791
FCS,2003,4.991529874
FCS,2004,4.770587619
FCS,2005,4.523559394
FCS,2006,4.45658643
FCS,2007,4.424366684
FCS,2008,4.119867531
FCS,2009,4.4645346
FCS,2010,4.224717499
FCS,2011,4.135759707
FCS,2012,4.16479415
FCS,2013,4.284649984
FCS,2014,4.224999515
FCS,2015,4.452833085
FCS,2016,4.779831863
FCS,2017,4.74427021
FCS,2018,4.443085524
FCS,2019,4.379815292
FCS,2020,4.867284128
FCS,2021,5.164709939
FIN,2000,7.09
FIN,2001,7.25
FIN,2002,7.63
FIN,2003,7.94
FIN,2004,8.06
FIN,2005,8.29
FIN,2006,8.28
FIN,2007,8.08
FIN,2008,8.34
FIN,2009,9.16
FIN,2010,9.14
FIN,2011,9.22
FIN,2012,9.59
FIN,2013,9.81
FIN,2014,9.78
FIN,2015,9.65
FIN,2016,9.38
FIN,2017,9.13
FIN,2018,9.05
FIN,2019,9.17
FIN,2020,9.63
FIN,2021,10.25
FJI,2000,3.42441177
FJI,2001,2.90547299
FJI,2002,2.98349524
FJI,2003,2.97298193
FJI,2004,3.25768542
FJI,2005,3.25656676
FJI,2006,3.34798193
FJI,2007,3.41514993
FJI,2008,3.18467116
FJI,2009,3.53587627
FJI,2010,3.41664124
FJI,2011,3.14293504
FJI,2012,3.2655499
FJI,2013,3.20040679
FJI,2014,3.36860466
FJI,2015,3.32468939
FJI,2016,3.27979708
FJI,2017,3.18689561
FJI,2018,4.10572624
FJI,2019,4.25136137
FJI,2020,4.76918268
FJI,2021,5.38085365
FRA,2000,9.58447742
FRA,2001,9.7056284
FRA,2002,10.02218628
FRA,2003,10.08283424
FRA,2004,10.16429329
FRA,2005,10.2148447
FRA,2006,10.38566494
FRA,2007,10.31564426
FRA,2008,10.50084686
FRA,2009,11.28756237
FRA,2010,11.22560215
FRA,2011,11.18497562
FRA,2012,11.29740047
FRA,2013,11.39603043
FRA,2014,11.53937244
FRA,2015,11.44817352
FRA,2016,11.47060013
FRA,2017,11.35469437
FRA,2018,11.20798969
FRA,2019,11.0888586
FRA,2020,12.13096142
FRA,2021,12.30787277
FRO,2000,
FRO,2001,
FRO,2002,
FRO,2003,
FRO,2004,
FRO,2005,
FRO,2006,
FRO,2007,
FRO,2008,
FRO,2009,
FRO,2010,
FRO,2011,
FRO,2012,
FRO,2013,
FRO,2014,
FRO,2015,
FRO,2016,
FRO,2017,
FRO,2018,
FRO,2019,
FRO,2020,
FRO,2021,
FSM,2000,7.76511145
FSM,2001,8.45260048
FSM,2002,7.89720392
FSM,2003,9.57150459
FSM,2004,12.02715683
FSM,2005,17.73306656
FSM,2006,10.74129105
FSM,2007,11.0585041
FSM,2008,11.99137974
FSM,2009,12.55259323
FSM,2010,13.10624504
FSM,2011,13.09527397
FSM,2012,12.27709675
FSM,2013,12.10208416
FSM,2014,11.72290421
FSM,2015,12.46286297
FSM,2016,13.13244915
FSM,2017,12.1958313
FSM,2018,11.65710258
FSM,2019,11.2604599
FSM,2020,10.84531593
FSM,2021,10.96059132
GAB,2000,2.90186048
GAB,2001,3.14902449
GAB,2002,3.3248477
GAB,2003,3.53258252
GAB,2004,3.33045959
GAB,2005,2.9324131
GAB,2006,3.14333963
GAB,2007,3.16288781
GAB,2008,2.78980231
GAB,2009,3.83571577
GAB,2010,2.47556901
GAB,2011,2.55771565
GAB,2012,2.42097569
GAB,2013,2.84087205
GAB,2014,2.53282261
GAB,2015,2.65743947
GAB,2016,3.1076982
GAB,2017,2.78068876
GAB,2018,2.74500418
GAB,2019,2.76836324
GAB,2020,3.41300368
GAB,2021,2.70633149
GBR,2000,7.12928009
GBR,2001,7.34416342
GBR,2002,7.65009499
GBR,2003,8.05579185
GBR,2004,8.30715179
GBR,2005,8.36301231
GBR,2006,8.62893772
GBR,2007,8.62399578
GBR,2008,9.02561569
GBR,2009,10.04505444
GBR,2010,9.92673969
GBR,2011,9.92486763
GBR,2012,9.95296001
GBR,2013,9.87251186
GBR,2014,9.86246872
GBR,2015,9.79776669
GBR,2016,9.72899723
GBR,2017,9.5958786
GBR,2018,9.73079777
GBR,2019,9.95761967
GBR,2020,12.15863419
GBR,2021,12.36469936
GEO,2000,7.19
GEO,2001,7.17
GEO,2002,7.81
GEO,2003,8.03
GEO,2004,8.09
GEO,2005,8.08
GEO,2006,7.63
GEO,2007,7.44
GEO,2008,8.44
GEO,2009,9.57
GEO,2010,9.07
GEO,2011,8.01
GEO,2012,8.05
GEO,2013,7.88
GEO,2014,7.9
GEO,2015,7.42
GEO,2016,8
GEO,2017,7.06
GEO,2018,7.11
GEO,2019,6.66
GEO,2020,8.43
GEO,2021,8.42
GHA,2000,2.790447
GHA,2001,3.17077661
GHA,2002,2.88721824
GHA,2003,2.82690215
GHA,2004,2.76365352
GHA,2005,3.63137388
GHA,2006,3.67091465
GHA,2007,3.80248857
GHA,2008,3.87511325
GHA,2009,4.37879181
GHA,2010,4.22398996
GHA,2011,4.69264126
GHA,2012,4.00799608
GHA,2013,4.59225416
GHA,2014,4.01644135
GHA,2015,4.5429678
GHA,2016,3.39035821
GHA,2017,3.73087549
GHA,2018,3.80673027
GHA,2019,4.29847813
GHA,2020,4.01752424
GHA,2021,4.15176868
GIB,2000,
GIB,2001,
GIB,2002,
GIB,2003,
GIB,2004,
GIB,2005,
GIB,2006,
GIB,2007,
GIB,2008,
GIB,2009,
GIB,2010,
GIB,2011,
GIB,2012,
GIB,2013,
GIB,2014,
GIB,2015,
GIB,2016,
GIB,2017,
GIB,2018,
GIB,2019,
GIB,2020,
GIB,2021,
GIN,2000,4.74825478
GIN,2001,4.89139318
GIN,2002,5.36402321
GIN,2003,4.78055525
GIN,2004,4.78467607
GIN,2005,4.04512262
GIN,2006,3.61521959
GIN,2007,3.46627593
GIN,2008,3.26562262
GIN,2009,3.58147597
GIN,2010,3.42782617
GIN,2011,3.78955102
GIN,2012,3.50398517
GIN,2013,3.46108699
GIN,2014,4.787992
GIN,2015,5.80919266
GIN,2016,5.39694929
GIN,2017,3.91512918
GIN,2018,3.73843002
GIN,2019,4.08876228
GIN,2020,3.876436
GIN,2021,3.75556707
GMB,2000,6.65441465
GMB,2001,5.63960838
GMB,2002,6.27723551
GMB,2003,5.32621098
GMB,2004,5.42000151
GMB,2005,5.38602448
GMB,2006,5.43720865
GMB,2007,4.95501947
GMB,2008,4.65938807
GMB,2009,4.46430683
GMB,2010,4.11944056
GMB,2011,4.36967373
GMB,2012,4.26872253
GMB,2013,3.91374874
GMB,2014,3.05234575
GMB,2015,3.1761291
GMB,2016,3.19523716
GMB,2017,3.35449266
GMB,2018,3.34384227
GMB,2019,3.158566
GMB,2020,3.72824287
GMB,2021,3.18962693
GNB,2000,4.18953228
GNB,2001,4.53104782
GNB,2002,3.96902514
GNB,2003,3.53315258
GNB,2004,4.27734661
GNB,2005,4.5516243
GNB,2006,5.0809288
GNB,2007,5.03941393
GNB,2008,5.45864058
GNB,2009,4.73428679
GNB,2010,5.26704073
GNB,2011,6.21634817
GNB,2012,5.94134808
GNB,2013,7.03943443
GNB,2014,9.96897411
GNB,2015,8.13228226
GNB,2016,8.32881451
GNB,2017,7.00049543
GNB,2018,7.28130722
GNB,2019,7.16052532
GNB,2020,9.02139282
GNB,2021,8.2233429
GNQ,2000,1.10720015
GNQ,2001,1.20301282
GNQ,2002,2.74982452
GNQ,2003,1.82749987
GNQ,2004,1.45293343
GNQ,2005,1.29643106
GNQ,2006,1.29171956
GNQ,2007,1.30166054
GNQ,2008,1.11555648
GNQ,2009,1.76790214
GNQ,2010,1.62134683
GNQ,2011,1.42923808
GNQ,2012,1.51459265
GNQ,2013,1.64174569
GNQ,2014,1.75401485
GNQ,2015,2.34058356
GNQ,2016,2.8594172
GNQ,2017,2.74714279
GNQ,2018,2.85223937
GNQ,2019,3.16833544
GNQ,2020,3.89984655
GNQ,2021,3.40450907
GRC,2000,7.24332523
GRC,2001,7.9878397
GRC,2002,8.23377991
GRC,2003,8.44915581
GRC,2004,8.0939045
GRC,2005,8.56466961
GRC,2006,8.25866985
GRC,2007,8.39808273
GRC,2008,8.82774162
GRC,2009,9.40688515
GRC,2010,9.59662342
GRC,2011,9.19330311
GRC,2012,8.92415524
GRC,2013,8.43796444
GRC,2014,7.89141178
GRC,2015,8.22004509
GRC,2016,8.44874668
GRC,2017,8.13515854
GRC,2018,8.12024307
GRC,2019,8.19811249
GRC,2020,9.50363827
GRC,2021,9.17298794
GRD,2000,5.35886383
GRD,2001,5.62456989
GRD,2002,6.17569733
GRD,2003,5.28485727
GRD,2004,5.36568451
GRD,2005,5.14460278
GRD,2006,5.11352158
GRD,2007,5.23867893
GRD,2008,5.386199
GRD,2009,5.43471003
GRD,2010,5.4188118
GRD,2011,5.80423355
GRD,2012,5.82235765
GRD,2013,5.62652922
GRD,2014,4.77353573
GRD,2015,4.64675617
GRD,2016,4.43910027
GRD,2017,4.65701056
GRD,2018,4.58373737
GRD,2019,4.93189621
GRD,2020,5.55900049
GRD,2021,5.6984539
GRL,2000,
GRL,2001,
GRL,2002,
GRL,2003,
GRL,2004,
GRL,2005,
GRL,2006,
GRL,2007,
GRL,2008,
GRL,2009,
GRL,2010,
GRL,2011,
GRL,2012,
GRL,2013,
GRL,2014,
GRL,2015,
GRL,2016,
GRL,2017,
GRL,2018,
GRL,2019,
GRL,2020,
GRL,2021,
GTM,2000,5.39686108
GTM,2001,6.07023716
GTM,2002,6.01301289
GTM,2003,6.15306854
GTM,2004,6.26182795
GTM,2005,6.14826393
GTM,2006,6.36362219
GTM,2007,6.1918335
GTM,2008,6.08129978
GTM,2009,6.33938646
GTM,2010,6.1247797
GTM,2011,5.96306896
GTM,2012,6.07316971
GTM,2013,5.77188921
GTM,2014,5.8885684
GTM,2015,6.00602007
GTM,2016,6.07008219
GTM,2017,6.13563824
GTM,2018,6.10662699
GTM,2019,6.17457819
GTM,2020,6.46693325
GTM,2021,6.9008255
GUM,2000,
GUM,2001,
GUM,2002,
GUM,2003,
GUM,2004,
GUM,2005,
GUM,2006,
GUM,2007,
GUM,2008,
GUM,2009,
GUM,2010,
GUM,2011,
GUM,2012,
GUM,2013,
GUM,2014,
GUM,2015,
GUM,2016,
GUM,2017,
GUM,2018,
GUM,2019,
GUM,2020,
GUM,2021,
GUY,2000,3.18737936
GUY,2001,3.05506778
GUY,2002,3.19353795
GUY,2003,3.26884198
GUY,2004,3.43770432
GUY,2005,3.79409742
GUY,2006,3.93144464
GUY,2007,4.28126192
GUY,2008,4.20242214
GUY,2009,4.35117149
GUY,2010,4.21897697
GUY,2011,4.17213488
GUY,2012,3.7081871
GUY,2013,3.80231309
GUY,2014,3.94755435
GUY,2015,4.02264786
GUY,2016,4.01842117
GUY,2017,4.3191123
GUY,2018,4.90492535
GUY,2019,4.90331507
GUY,2020,5.50584173
GUY,2021,4.94385052
HIC,2000,9.364711143
HIC,2001,9.832979107
HIC,2002,10.25296661
HIC,2003,10.42330882
HIC,2004,10.34349042
HIC,2005,10.36436295
HIC,2006,10.39682457
HIC,2007,10.33273282
HIC,2008,10.46433327
HIC,2009,11.4653323
HIC,2010,11.31490228
HIC,2011,11.26606691
HIC,2012,11.36876106
HIC,2013,11.38028441
HIC,2014,11.59117875
HIC,2015,12.05485743
HIC,2016,12.2327917
HIC,2017,12.14957868
HIC,2018,12.06366123
HIC,2019,12.26948154
HIC,2020,13.7364223
HIC,2021,13.12805548
HKG,2000,
HKG,2001,
HKG,2002,
HKG,2003,
HKG,2004,
HKG,2005,
HKG,2006,
HKG,2007,
HKG,2008,
HKG,2009,
HKG,2010,
HKG,2011,
HKG,2012,
HKG,2013,
HKG,2014,
HKG,2015,
HKG,2016,
HKG,2017,
HKG,2018,
HKG,2019,
HKG,2020,
HKG,2021,
HND,2000,6.26817989
HND,2001,5.92998314
HND,2002,6.2445755
HND,2003,6.89004707
HND,2004,6.85484362
HND,2005,7.50086403
HND,2006,7.86318684
HND,2007,8.08494949
HND,2008,8.60362625
HND,2009,8.99592495
HND,2010,8.72536373
HND,2011,8.79187012
HND,2012,8.65655136
HND,2013,8.47723007
HND,2014,7.91455746
HND,2015,7.4837904
HND,2016,7.709445
HND,2017,7.00668859
HND,2018,7.22820663
HND,2019,7.30497599
HND,2020,9.03509808
HND,2021,9.16101742
HPC,2000,3.923167702
HPC,2001,4.259588551
HPC,2002,4.459418878
HPC,2003,4.645109036
HPC,2004,4.763454627
HPC,2005,4.819069225
HPC,2006,4.974671926
HPC,2007,5.004509174
HPC,2008,4.831298996
HPC,2009,5.18152094
HPC,2010,5.026728821
HPC,2011,5.007412853
HPC,2012,4.866948152
HPC,2013,4.954937722
HPC,2014,4.884820798
HPC,2015,4.98650742
HPC,2016,4.925651605
HPC,2017,4.796669211
HPC,2018,4.648387283
HPC,2019,4.742641532
HPC,2020,4.929467679
HPC,2021,4.934533505
HRV,2000,7.65
HRV,2001,7.17
HRV,2002,6.14
HRV,2003,6.3
HRV,2004,6.5
HRV,2005,6.84
HRV,2006,6.91
HRV,2007,7.41
HRV,2008,7.65
HRV,2009,8.08
HRV,2010,7.99
HRV,2011,7.66
HRV,2012,7.68
HRV,2013,6.43
HRV,2014,6.61
HRV,2015,6.69
HRV,2016,6.73
HRV,2017,6.66
HRV,2018,6.75
HRV,2019,6.8
HRV,2020,7.72
HRV,2021,8.1
HTI,2000,3.99165702
HTI,2001,3.7502923
HTI,2002,3.43250132
HTI,2003,3.53695321
HTI,2004,3.42928433
HTI,2005,3.30554652
HTI,2006,3.48013902
HTI,2007,3.64734101
HTI,2008,3.75722051
HTI,2009,3.50277376
HTI,2010,4.54871035
HTI,2011,5.91197777
HTI,2012,5.56462336
HTI,2013,4.10524035
HTI,2014,4.52035809
HTI,2015,5.07518148
HTI,2016,4.80760574
HTI,2017,3.8199389
HTI,2018,4.31650305
HTI,2019,3.91107917
HTI,2020,3.22171092
HTI,2021,3.47919273
HUN,2000,6.78
HUN,2001,6.83
HUN,2002,7.12
HUN,2003,8.12
HUN,2004,7.76
HUN,2005,7.98
HUN,2006,7.78
HUN,2007,7.2
HUN,2008,7.09
HUN,2009,7.22
HUN,2010,7.45
HUN,2011,7.48
HUN,2012,7.41
HUN,2013,7.23
HUN,2014,7.05
HUN,2015,6.85
HUN,2016,6.99
HUN,2017,6.74
HUN,2018,6.58
HUN,2019,6.28
HUN,2020,7.29
HUN,2021,7.38
IBD,2000,5.183638797
IBD,2001,5.224373197
IBD,2002,5.121605324
IBD,2003,5.144264188
IBD,2004,5.090143244
IBD,2005,5.073906572
IBD,2006,4.997385137
IBD,2007,4.919315462
IBD,2008,4.989880455
IBD,2009,5.34567175
IBD,2010,5.141886749
IBD,2011,5.100465581
IBD,2012,5.163208253
IBD,2013,5.25262967
IBD,2014,5.29528388
IBD,2015,5.391528701
IBD,2016,5.416002703
IBD,2017,5.433679019
IBD,2018,5.392282164
IBD,2019,5.466246824
IBD,2020,5.829879874
IBD,2021,5.726092143
IBT,2000,5.040653315
IBT,2001,5.090308563
IBT,2002,4.989205866
IBT,2003,5.047688704
IBT,2004,4.997587386
IBT,2005,4.990450662
IBT,2006,4.928036539
